ScheduleKey,TeamId,PTS,Q1,Q2,Q3,Q4,OT1,OT2,OT3,OT4,F2GM,F2GA,F3GM,F3GA,FTM,FTA,OR,DR,TR,AS,TO,ST,BS,F,PtsBiggestLead,PtsInPaint,PtsFastBreak,PtsSecondChance,PtsFromTurnover,BiggestScoringRun,LeadChanges,TimesTied
5272,720,59,11,17,9,22,0,0,0,0,12,41,7,23,14,22,13,28,41,17,16,10,2,18,2,22,7,9,7,7-0(18-13),0,2
5236,692,77,22,15,22,18,0,0,0,0,29,39,5,18,4,6,2,31,33,23,17,6,3,21,19,42,12,2,17,11-0(46-27),0,0
5236,711,71,7,20,19,25,0,0,0,0,20,43,6,29,13,17,15,22,37,13,11,7,0,13,0,38,10,11,20,7-0(22-14),0,0
5232,708,70,25,12,20,13,0,0,0,0,21,50,6,16,10,13,6,26,32,23,13,11,1,21,4,36,17,2,17,9-0(59-63),5,5
5232,711,82,27,13,23,19,0,0,0,0,26,51,7,21,9,15,17,35,52,23,18,8,8,15,14,50,13,14,15,9-0(50-63),5,5
5233,710,69,16,17,23,13,0,0,0,0,22,41,3,17,16,24,12,30,42,12,17,3,2,16,7,36,9,12,4,5-0(16-12),9,1
5233,708,84,14,24,21,25,0,0,0,0,29,58,6,20,8,13,16,24,40,26,6,10,2,18,18,48,21,10,25,9-0(33-38),9,1
5245,717,81,20,25,17,19,0,0,0,0,25,47,5,14,16,28,13,29,42,21,17,9,4,17,19,46,19,12,19,15-0(40-27),3,1
5245,712,79,25,6,14,34,0,0,0,0,21,45,10,36,7,13,25,23,48,18,15,13,2,20,6,42,10,30,21,7-0(52-41),3,1
5257,750,56,8,15,14,19,0,0,0,0,15,36,5,23,11,17,7,23,30,10,16,6,4,23,0,22,15,5,6,6-0(54-95),0,2
5257,716,99,26,23,28,22,0,0,0,0,29,47,8,21,17,27,14,36,50,22,10,8,2,18,47,54,15,18,22,14-0(23-61),0,2
5267,721,89,17,24,22,26,0,0,0,0,28,46,6,23,15,20,11,27,38,24,10,13,2,17,23,50,21,19,26,16-0(75-58),2,3
5267,723,73,17,23,18,15,0,0,0,0,15,32,9,27,16,18,8,27,35,16,19,6,1,20,5,28,15,2,16,7-0(59-58),2,3
5268,722,93,27,26,17,23,0,0,0,0,26,51,10,26,11,21,13,37,50,32,8,7,3,21,21,42,22,21,17,11-0(17-5),0,2
5268,723,79,16,27,15,21,0,0,0,0,15,29,11,38,16,21,8,30,38,20,12,5,0,18,2,26,10,9,10,12-0(27-19),0,2
5266,752,96,24,15,27,30,0,0,0,0,24,44,12,30,12,13,10,33,43,30,10,7,4,15,10,30,12,13,14,15-0(31-21),0,1
5266,722,88,21,21,28,18,0,0,0,0,17,46,15,28,9,16,12,27,39,24,10,6,3,17,13,26,16,7,11,8-0(5-18),0,1
5269,752,75,25,6,26,18,0,0,0,0,17,48,9,23,14,15,16,28,44,15,16,7,1,19,4,28,13,15,12,8-0(18-17),4,1
5269,724,88,21,23,25,19,0,0,0,0,17,37,13,33,15,23,14,29,43,23,12,7,4,20,15,24,11,17,17,13-0(25-34),4,1
4187,693,65,23,13,10,19,0,0,0,0,24,51,3,11,8,16,11,28,39,13,8,8,6,18,16,44,8,14,9,7-0(17-6),0,1
4187,706,60,13,12,20,15,0,0,0,0,15,38,8,29,6,9,16,26,42,18,10,5,2,20,2,26,13,12,2,12-0(36-35),0,1
4214,702,63,11,19,12,21,0,0,0,0,25,50,1,9,10,18,12,16,28,20,11,6,4,12,3,42,10,11,14,8-0(52-60),4,1
4214,706,78,15,16,25,22,0,0,0,0,23,38,7,20,11,12,11,22,33,19,10,6,1,13,17,32,10,13,21,10-0(32-43),4,1
4720,715,72,11,21,29,11,0,0,0,0,19,37,8,25,10,13,5,28,33,19,14,5,1,25,11,30,9,6,8,8-0(32-32),0,3
4720,717,84,13,22,17,32,0,0,0,0,18,41,8,19,24,32,7,31,38,22,11,7,5,17,12,26,16,10,19,12-0(65-69),0,3
4719,715,65,17,16,18,14,0,0,0,0,21,37,6,25,5,10,4,30,34,18,16,8,4,19,1,34,13,2,16,8-0(45-52),2,0
4719,717,85,23,17,25,20,0,0,0,0,17,36,14,28,9,16,6,33,39,25,15,8,1,13,23,26,9,6,8,11-0(4-14),2,0
4776,711,79,14,25,23,17,0,0,0,0,19,45,10,28,11,14,15,23,38,22,9,5,0,20,7,36,9,15,19,7-0(74-67),0,1
4776,717,77,24,18,17,18,0,0,0,0,28,48,4,10,9,14,4,30,34,28,12,6,3,14,10,52,14,6,9,8-0(5-13),0,1
4756,721,69,11,20,24,14,0,0,0,0,17,38,5,20,20,28,11,24,35,17,14,10,3,22,7,30,11,9,16,9-0(50-46),1,1
4756,717,67,20,20,11,16,0,0,0,0,15,42,7,17,16,22,14,26,40,17,17,5,5,26,17,24,7,11,20,7-0(16-32),1,1
4744,724,85,27,17,19,22,0,0,0,0,22,36,11,25,8,12,4,26,30,22,12,1,1,20,9,34,8,5,6,7-0(71-77),0,0
4744,717,92,19,23,29,21,0,0,0,0,27,52,9,17,11,17,7,26,33,30,4,7,1,17,13,48,17,8,24,10-0(44-50),0,0
4755,721,79,29,18,15,17,0,0,0,0,16,38,11,22,14,19,8,27,35,26,10,8,2,19,21,18,13,9,16,11-0(29-10),0,3
4755,717,71,10,18,24,19,0,0,0,0,24,46,4,17,11,17,11,26,37,23,10,7,3,18,0,36,14,10,15,7-0(62-52),0,3
4743,724,88,23,20,22,23,0,0,0,0,27,49,8,21,10,13,16,28,44,20,15,5,4,18,15,44,8,16,12,8-0(53-44),10,3
4743,717,85,23,19,14,29,0,0,0,0,26,52,6,21,15,21,16,19,35,23,9,9,1,17,6,42,23,18,23,13-0(83-81),10,3
4791,710,60,12,18,13,17,0,0,0,0,17,48,6,20,8,12,14,25,39,17,16,6,0,23,0,24,8,12,10,7-0(28-38),0,0
4791,717,89,28,14,27,20,0,0,0,0,23,40,8,22,19,20,5,33,38,30,10,12,6,15,35,34,9,7,21,10-0(0-10),0,0
4777,711,80,9,22,19,30,0,0,0,0,23,45,6,28,16,22,11,26,37,22,10,11,4,28,2,40,15,11,20,8-0(31-48),0,1
4777,717,86,27,21,24,14,0,0,0,0,23,49,4,12,28,30,10,34,44,16,17,3,4,18,26,40,8,13,7,13-0(7-24),0,1
4790,710,63,13,13,20,17,0,0,0,0,17,41,7,25,8,18,12,27,39,18,18,8,2,23,0,24,9,11,13,10-0(38-54),0,0
4790,717,87,24,26,15,22,0,0,0,0,25,49,6,21,19,22,13,34,47,25,15,8,2,19,28,44,11,14,16,8-0(15-38),0,0
4208,697,72,18,20,14,20,0,0,0,0,23,42,7,19,5,9,7,32,39,21,18,7,3,12,0,40,18,7,5,5-0(7-8),0,0
4208,726,87,22,22,22,21,0,0,0,0,23,47,13,30,2,3,8,26,34,27,8,14,5,10,16,38,8,6,17,6-0(0-6),0,0
4209,697,73,17,16,17,23,0,0,0,0,19,40,7,20,14,16,11,26,37,17,18,2,1,20,7,38,10,9,11,9-0(26-19),1,6
4209,726,85,17,15,30,23,0,0,0,0,23,42,9,27,12,17,15,20,35,22,10,13,4,15,15,38,21,16,26,6-0(9-13),1,6
4705,722,77,19,18,21,19,0,0,0,0,24,43,7,22,8,10,5,29,34,17,17,6,1,18,2,40,14,9,17,9-0(44-48),0,1
4705,723,90,29,19,16,26,0,0,0,0,24,40,9,27,15,17,4,30,34,15,12,11,6,12,19,44,15,6,24,11-0(21-40),0,1
4800,719,96,28,19,24,25,0,0,0,0,26,51,10,25,14,15,11,32,43,21,10,4,4,20,6,38,16,15,6,8-0(17-15),3,4
4800,723,104,25,25,25,29,0,0,0,0,20,44,15,34,19,23,13,29,42,28,6,7,2,14,10,32,13,9,12,8-0(57-60),3,4
4801,719,83,28,16,25,14,0,0,0,0,24,49,8,17,11,13,10,34,44,23,11,1,3,11,14,38,9,15,10,11-0(21-7),2,0
4801,723,73,20,22,14,17,0,0,0,0,20,48,10,30,3,4,14,24,38,19,7,5,0,11,1,38,10,13,10,6-0(44-42),2,0
4729,710,85,17,21,25,22,0,0,0,0,22,40,11,31,8,20,7,30,37,17,10,5,6,27,5,30,16,13,11,8-0(17-16),2,3
4729,723,97,18,27,23,29,0,0,0,0,20,45,11,24,24,31,12,37,49,21,10,6,1,15,14,34,17,15,13,11-0(9-16),2,3
4730,710,81,14,24,25,18,0,0,0,0,14,45,13,30,14,19,15,34,49,15,11,4,3,23,15,24,8,13,14,11-0(67-52),3,3
4730,723,71,19,10,23,19,0,0,0,0,23,43,3,28,16,26,12,33,45,17,10,4,2,21,5,44,8,13,11,13-0(45-44),3,3
4706,722,92,26,20,23,23,0,0,0,0,32,52,5,16,13,17,11,41,52,20,14,3,2,26,32,56,0,15,7,10-0(38-28),5,3
4706,723,64,21,12,8,23,0,0,0,0,13,36,7,28,17,31,8,23,31,11,12,8,1,22,5,22,6,14,13,6-0(81-55),5,3
4754,718,74,21,15,24,14,0,0,0,0,22,46,5,20,15,18,10,33,43,20,7,4,2,15,18,32,12,7,12,12-0(55-39),0,2
4754,712,62,12,19,14,17,0,0,0,0,15,38,8,27,8,12,9,31,40,19,10,2,3,18,6,16,2,4,5,7-0(70-59),0,2
4711,692,80,21,23,13,23,0,0,0,0,29,45,5,17,7,9,5,31,36,24,11,6,3,19,20,42,14,6,13,12-0(35-24),1,3
4711,712,65,21,9,18,17,0,0,0,0,16,39,6,27,15,18,14,22,36,14,10,5,1,15,5,30,8,12,8,10-0(10-15),1,3
4788,724,79,22,20,24,13,0,0,0,0,33,48,3,16,4,4,8,32,40,22,15,4,1,13,30,58,17,7,13,18-0(62-34),0,0
4788,712,54,12,13,18,11,0,0,0,0,17,39,4,30,8,9,14,19,33,15,13,8,1,12,0,22,7,6,13,7-0(64-43),0,0
4789,724,70,14,17,15,24,0,0,0,0,14,37,12,29,6,7,8,28,36,18,12,4,2,13,0,20,14,5,12,12-0(55-64),0,0
4789,712,86,21,20,23,22,0,0,0,0,15,34,17,36,5,5,10,30,40,22,10,5,2,13,21,24,10,11,19,13-0(70-86),0,0
4731,713,70,19,17,13,21,0,0,0,0,16,43,8,21,14,19,16,31,47,16,16,9,2,13,17,24,10,13,11,8-0(32-17),0,0
4731,712,71,12,11,23,25,0,0,0,0,13,34,13,33,6,9,10,27,37,22,12,10,3,21,3,26,8,16,12,8-0(40-34),0,0
4732,713,76,24,11,18,23,0,0,0,0,24,52,5,20,13,18,18,25,43,20,10,7,0,21,19,42,5,9,13,14-0(33-14),1,0
4732,712,69,14,11,27,17,0,0,0,0,19,33,3,20,22,25,8,27,35,21,13,5,3,20,2,26,9,9,17,11-0(43-42),1,0
4712,692,76,18,21,22,15,0,0,0,0,26,52,2,5,18,20,4,38,42,19,11,5,4,21,21,40,13,8,6,10-0(14-4),0,2
4712,712,67,11,13,20,23,0,0,0,0,15,40,9,29,10,17,10,26,36,19,6,3,1,21,2,24,14,9,9,12-0(67-59),0,2
4753,718,73,25,15,18,15,0,0,0,0,20,40,8,22,9,12,6,28,34,18,7,6,0,10,18,30,6,7,13,9-0(60-42),1,0
4753,712,62,15,14,13,20,0,0,0,0,15,35,10,29,2,4,10,27,37,16,12,4,1,14,2,22,6,14,8,6-0(40-32),1,0
4188,704,69,21,18,16,14,0,0,0,0,17,37,6,23,17,22,9,32,41,19,13,4,6,20,4,30,9,8,10,10-0(60-56),0,4
4188,703,76,24,15,17,20,0,0,0,0,12,31,12,28,16,23,7,29,36,17,8,10,2,23,9,22,8,4,13,10-0(62-69),0,4
4232,696,72,15,22,24,11,0,0,0,0,17,40,8,14,14,20,5,32,37,17,16,7,1,12,12,26,5,9,8,10-0(57-47),0,1
4232,703,69,14,23,15,17,0,0,0,0,17,38,9,27,8,13,9,24,33,18,11,9,1,17,2,32,13,5,17,8-0(15-14),0,1
4160,727,75,22,16,12,25,0,0,0,0,14,30,11,26,14,21,10,28,38,20,17,10,5,22,6,20,16,2,24,20-0(75-69),3,1
4160,703,69,22,17,25,5,0,0,0,0,15,37,7,23,18,24,13,24,37,17,18,13,1,21,14,22,10,10,14,10-0(22-27),3,1
4231,696,75,12,19,19,25,0,0,0,0,19,48,3,10,28,34,12,29,41,14,11,6,0,14,0,34,13,12,14,7-0(75-83),0,0
4231,703,88,18,27,18,25,0,0,0,0,19,39,14,37,8,16,18,26,44,21,8,4,1,25,18,30,4,28,17,8-0(0-8),0,0
4181,698,71,21,17,16,17,0,0,0,0,21,39,8,27,5,8,10,24,34,21,10,4,2,12,10,32,12,9,12,8-0(40-34),3,4
4181,703,84,24,10,24,26,0,0,0,0,26,51,8,22,8,11,16,26,42,20,7,5,6,12,20,38,9,8,12,11-0(60-80),3,4
4216,726,81,20,19,20,22,0,0,0,0,20,45,10,29,11,19,17,25,42,20,12,6,2,19,5,38,6,9,17,7-0(20-16),0,6
4216,703,91,18,24,30,19,0,0,0,0,21,35,10,25,19,27,8,30,38,23,11,8,0,17,16,38,7,11,9,11-0(39-46),0,6
4159,727,78,15,18,21,24,0,0,0,0,26,42,6,20,8,13,12,39,51,21,19,7,2,15,21,40,12,13,12,7-0(61-47),3,0
4159,703,57,13,18,14,12,0,0,0,0,19,50,4,27,7,10,16,19,35,18,9,11,2,11,4,28,6,10,20,7-0(25-29),3,0
4182,698,90,23,17,20,30,0,0,0,0,21,44,11,27,15,22,14,19,33,21,9,6,3,13,5,36,18,15,24,10-0(50-50),1,1
4182,703,96,18,29,25,24,0,0,0,0,29,50,8,22,14,16,17,29,46,25,12,7,2,18,18,38,7,21,9,11-0(52-63),1,1
4782,718,76,16,24,20,16,0,0,0,0,19,43,10,26,8,10,12,33,45,18,14,7,2,19,17,32,8,11,11,12-0(40-29),1,1
4782,745,74,13,18,17,26,0,0,0,0,24,55,6,16,8,17,13,29,42,21,10,11,0,15,7,34,9,12,13,11-0(62-59),1,1
4760,752,88,21,15,19,33,0,0,0,0,21,48,8,25,22,27,19,31,50,22,10,10,1,21,16,30,13,19,17,8-0(12-8),2,3
4760,745,72,20,9,26,17,0,0,0,0,19,41,6,20,16,26,9,26,35,20,14,5,3,23,4,34,6,6,7,11-0(36-38),2,3
4707,724,74,16,22,19,17,0,0,0,0,16,30,10,31,12,18,7,31,38,16,15,6,1,25,7,20,8,5,8,9-0(40-35),0,0
4707,745,82,24,11,19,28,0,0,0,0,23,44,7,20,15,25,7,28,35,22,11,8,3,19,13,32,5,5,17,12-0(0-12),0,0
4708,724,93,24,24,26,19,0,0,0,0,32,49,9,17,2,3,4,25,29,27,7,9,2,20,32,48,14,4,19,13-0(52-31),2,1
4708,745,73,18,13,14,28,0,0,0,0,20,41,9,21,6,13,10,22,32,23,16,2,3,12,1,36,8,10,6,9-0(93-73),2,1
4783,718,83,12,23,27,21,0,0,0,0,22,29,7,21,18,25,3,23,26,28,16,8,2,15,17,32,10,2,19,11-0(62-45),0,1
4783,745,69,16,17,15,21,0,0,0,0,21,42,5,18,12,19,13,22,35,22,18,10,3,23,8,24,6,8,21,13-0(12-20),0,1
4759,752,80,21,16,21,22,0,0,0,0,24,48,8,30,8,12,11,27,38,23,9,11,2,17,2,36,18,7,21,10-0(70-74),0,5
4759,745,88,24,25,23,16,0,0,0,0,25,50,8,20,14,17,10,36,46,27,15,5,2,13,16,38,29,9,14,10-0(37-51),0,5
4191,697,71,14,16,20,21,0,0,0,0,19,40,9,25,6,8,12,23,35,18,18,9,1,10,5,34,14,18,14,9-0(65-76),1,1
4191,694,80,19,17,23,21,0,0,0,0,31,52,5,14,3,7,10,24,34,19,16,11,3,14,20,46,17,19,23,9-0(50-64),1,1
4152,702,81,19,9,19,23,11,0,0,0,27,56,5,17,12,21,16,26,42,17,12,14,2,23,8,48,28,12,29,10-0(12-5),1,2
4152,694,75,16,14,23,17,5,0,0,0,20,49,7,23,14,27,22,30,52,19,18,4,4,22,9,36,6,16,4,7-0(12-12),1,2
4233,729,83,19,24,18,22,0,0,0,0,23,43,11,29,4,10,14,29,43,22,11,5,1,18,16,38,5,16,17,10-0(78-70),2,2
4233,694,72,14,16,20,22,0,0,0,0,23,47,6,18,8,14,11,27,38,18,12,4,1,14,2,36,5,18,18,9-0(64-62),2,2
4151,702,72,21,22,18,11,0,0,0,0,23,50,6,17,8,12,8,26,34,21,11,9,7,15,20,38,12,4,21,10-0(55-35),2,1
4151,694,67,14,15,22,16,0,0,0,0,29,54,1,14,6,14,14,31,45,13,17,5,8,16,1,52,15,12,12,8-0(61-51),2,1
4234,729,77,8,36,13,20,0,0,0,0,19,42,9,22,12,16,10,25,35,17,13,8,2,16,10,36,0,11,12,8-0(37-30),0,0
4234,694,74,18,17,18,21,0,0,0,0,22,49,7,18,9,11,11,25,36,16,11,4,3,19,12,36,9,15,12,12-0(0-12),0,0
4201,706,81,15,27,18,21,0,0,0,0,26,49,8,25,5,5,15,29,44,16,9,8,3,15,30,36,10,24,16,9-0(22-12),1,2
4201,699,53,12,16,15,10,0,0,0,0,13,33,6,20,9,12,6,24,30,11,18,4,3,13,2,22,12,4,5,11-0(58-43),1,2
4193,700,59,19,11,14,15,0,0,0,0,18,44,6,22,5,6,9,21,30,12,13,7,4,22,2,26,4,7,11,7-0(37-51),0,2
4193,699,90,25,23,23,19,0,0,0,0,25,39,9,19,13,22,8,31,39,24,13,7,3,11,35,42,12,14,20,14-0(19-36),0,2
4200,706,93,31,18,26,18,0,0,0,0,23,42,13,28,8,15,10,17,27,24,7,9,0,19,5,38,9,13,23,8-0(57-54),0,4
4200,699,100,27,25,26,22,0,0,0,0,23,37,14,23,12,16,8,24,32,26,14,5,1,14,9,36,11,9,4,8-0(68-76),0,4
4723,721,101,27,23,26,25,0,0,0,0,30,51,10,18,11,18,18,35,53,26,14,8,6,12,50,56,11,21,21,21-0(21-0),0,0
4723,724,51,9,17,16,9,0,0,0,0,19,51,3,15,4,11,13,15,28,12,14,9,1,19,0,30,6,9,6,9-0(48-26),0,0
4724,721,75,23,16,13,23,0,0,0,0,23,42,7,23,8,11,10,30,40,21,7,6,0,17,21,38,8,10,8,11-0(75-54),1,2
4724,724,54,14,13,20,7,0,0,0,0,11,32,8,26,8,13,12,24,36,14,13,1,1,15,3,18,11,7,5,13-0(48-45),1,2
4770,722,79,24,12,23,20,0,0,0,0,23,54,5,19,18,22,17,26,43,14,7,8,0,9,14,32,4,18,17,11-0(24-16),3,2
4770,724,71,16,20,17,18,0,0,0,0,30,51,2,21,5,5,13,29,42,20,12,3,3,15,4,44,6,15,6,10-0(32-34),3,2
4787,723,75,13,19,20,23,0,0,0,0,15,32,9,28,18,25,10,27,37,15,11,2,1,15,4,22,2,9,16,9-0(41-42),0,0
