ScheduleKey,Season,EventId,Date,Arena,Attendance,HomeTeamId,AwayTeamId
1071,2016-17,7,2017.05.06,大田区総合体育館,3253,715,717
700,2016-17,7,2016.11.27,ジェイテクトアリーナ奈良,1509,719,717
679,2016-17,7,2016.11.20,西宮市立中央体育館,1053,718,717
600,2016-17,7,2016.10.15,千曲市戸倉体育館,647,716,717
988,2016-17,7,2017.03.31,墨田区総合体育館,784,714,717
744,2016-17,7,2016.12.17,松江市総合体育館,1731,720,717
827,2016-17,7,2017.01.29,呉市総合体育館（オークアリーナ）,1632,721,717
916,2016-17,7,2017.03.05,福島市国体記念体育館,1341,711,717
778,2016-17,7,2016.12.31,ヤマト市民体育館前橋,1382,713,717
673,2016-17,7,2016.11.19,西宮市立中央体育館,1241,718,717
608,2016-17,7,2016.10.16,千曲市戸倉体育館,809,716,717
994,2016-17,7,2017.04.01,墨田区総合体育館,1508,714,717
563,2016-17,7,2016.10.01,大田区総合体育館,1624,715,717
954,2016-17,7,2017.03.19,加古川市立総合体育館,2300,718,717
692,2016-17,7,2016.11.26,ジェイテクトアリーナ奈良,1258,719,717
946,2016-17,7,2017.03.18,加古川市立総合体育館,1725,718,717
617,2016-17,7,2016.10.22,板橋区立小豆沢体育館,655,714,717
87,2016-17,2,2016.10.23,浜松アリーナ,2405,697,726
148,2016-17,2,2016.11.23,トッケイセキュリティ平塚総合体育館,2148,727,726
174,2016-17,2,2016.12.03,船橋アリーナ,2923,704,726
24,2016-17,2,2016.10.01,シティホールプラザアオーレ長岡,5286,695,726
121,2016-17,2,2016.11.06,富山県総合体育センター,1954,696,726
372,2016-17,2,2017.03.11,ＣＮＡアリーナ★あきた,2875,693,726
79,2016-17,2,2016.10.22,浜松アリーナ,2526,697,726
523,2016-17,2,2017.05.05,川崎市とどろきアリーナ,3784,727,726
303,2016-17,2,2017.02.04,函館アリーナ,1730,702,726
368,2016-17,2,2017.03.05,ウィングアリーナ刈谷,2103,728,726
464,2016-17,2,2017.04.15,シティホールプラザアオーレ長岡,2475,695,726
212,2016-17,2,2016.12.17,愛知県体育館,1067,729,726
220,2016-17,2,2016.12.18,愛知県体育館,1430,729,726
338,2016-17,2,2017.02.19,沖縄市体育館,3055,701,726
429,2016-17,2,2017.04.01,富山市総合体育館,2613,696,726
471,2016-17,2,2017.04.16,シティホールプラザアオーレ長岡,2592,695,726
411,2016-17,2,2017.03.25,浜松アリーナ,1834,697,726
312,2016-17,2,2017.02.05,函館アリーナ,1777,702,726
32,2016-17,2,2016.10.02,シティホールプラザアオーレ長岡,4898,695,726
366,2016-17,2,2017.03.04,ウィングアリーナ刈谷,1775,728,726
527,2016-17,2,2017.05.06,川崎市とどろきアリーナ,3804,727,726
381,2016-17,2,2017.03.12,ＣＮＡアリーナ★あきた,3515,693,726
13,2016-17,2,2016.09.25,横浜文化体育館,3182,694,726
331,2016-17,2,2017.02.18,沖縄市体育館,3000,701,726
112,2016-17,2,2016.11.05,富山県総合体育センター,1628,696,726
181,2016-17,2,2016.12.04,船橋アリーナ,3849,704,726
261,2016-17,2,2017.01.18,横須賀アリーナ,1217,727,726
420,2016-17,2,2017.03.26,浜松アリーナ,2374,697,726
5,2016-17,2,2016.09.24,横浜文化体育館,3297,694,726
436,2016-17,2,2017.04.02,富山市総合体育館,3016,696,726
924,2016-17,7,2017.03.11,大和郡山市総合公園,926,719,723
800,2016-17,7,2017.01.21,西宮市立中央体育館,739,718,723
1074,2016-17,7,2017.05.06,広島サンプラザホール,2677,721,723
831,2016-17,7,2017.02.04,青柳公園市民体育館,912,712,723
1037,2016-17,7,2017.04.22,松江市総合体育館,1760,720,723
1008,2016-17,7,2017.04.08,高松市総合体育館,760,722,723
933,2016-17,7,2017.03.12,大和郡山市総合公園,1016,719,723
566,2016-17,7,2016.10.01,島根県立浜山体育館（カミアリーナ）,1194,720,723
647,2016-17,7,2016.10.30,東広島運動公園体育館,1405,721,723
621,2016-17,7,2016.10.22,熊本県立総合体育館,1955,724,723
710,2016-17,7,2016.12.03,高松市総合体育館,577,722,723
718,2016-17,7,2016.12.04,高松市総合体育館,660,722,723
941,2016-17,7,2017.03.17,出水市総合体育館,472,725,723
676,2016-17,7,2016.11.19,鹿児島アリーナ,1011,725,723
575,2016-17,7,2016.10.02,島根県立浜山体育館（カミアリーナ）,1135,720,723
629,2016-17,7,2016.10.23,熊本県立総合体育館,1816,724,723
771,2016-17,7,2016.12.25,名古屋市千種スポーツセンター,1017,717,723
877,2016-17,7,2017.02.19,マエダアリーナ,2102,708,723
1011,2016-17,7,2017.04.09,高松市総合体育館,575,722,723
764,2016-17,7,2016.12.24,名古屋市千種スポーツセンター,879,717,723
1079,2016-17,7,2017.05.07,広島サンプラザホール,4017,721,723
724,2016-17,7,2016.12.10,渋川市子持社会体育館,859,713,723
949,2016-17,7,2017.03.18,出水市総合体育館,580,725,723
868,2016-17,7,2017.02.18,マエダアリーナ,2028,708,723
639,2016-17,7,2016.10.29,東広島運動公園体育館,893,721,723
794,2016-17,7,2017.01.20,西宮市立中央体育館,427,718,723
1046,2016-17,7,2017.04.23,松江市総合体育館,2219,720,723
839,2016-17,7,2017.02.05,青柳公園市民体育館,1022,712,723
733,2016-17,7,2016.12.11,渋川市子持社会体育館,711,713,723
682,2016-17,7,2016.11.20,鹿児島アリーナ,907,725,723
1032,2016-17,7,2017.04.22,山形県総合運動公園,1417,710,712
931,2016-17,7,2017.03.12,大田区総合体育館,1390,715,712
625,2016-17,7,2016.10.23,伊勢崎市民体育館,1082,713,712
950,2016-17,7,2017.03.19,岩手県営体育館,1518,709,712
1058,2016-17,7,2017.05.01,郡山総合体育館,716,711,712
1064,2016-17,7,2017.05.02,郡山総合体育館,927,711,712
886,2016-17,7,2017.02.24,兵庫県立総合体育館,403,718,712
616,2016-17,7,2016.10.22,伊勢崎市民体育館,1384,713,712
922,2016-17,7,2017.03.11,大田区総合体育館,1142,715,712
654,2016-17,7,2016.11.05,岩手県営体育館,801,709,712
1002,2016-17,7,2017.04.09,マエダアリーナ,1702,708,712
735,2016-17,7,2016.12.11,松本市総合体育館,2517,716,712
866,2016-17,7,2017.02.12,奄美市名瀬総合体育館,663,725,712
550,2016-17,7,2016.09.25,五所川原市民体育館,2035,708,712
590,2016-17,7,2016.10.09,山形県総合運動公園,1503,710,712
996,2016-17,7,2017.04.08,マエダアリーナ,1653,708,712
581,2016-17,7,2016.10.08,山形県総合運動公園,1450,710,712
706,2016-17,7,2016.12.03,郡山総合体育館,1327,711,712
793,2016-17,7,2017.01.20,板橋区立小豆沢体育館,632,714,712
777,2016-17,7,2016.12.30,高松市総合体育館,664,722,712
798,2016-17,7,2017.01.21,板橋区立小豆沢体育館,714,714,712
541,2016-17,7,2016.09.24,五所川原市民体育館,1901,708,712
780,2016-17,7,2016.12.31,高松市総合体育館,734,722,712
890,2016-17,7,2017.02.25,兵庫県立総合体育館,833,718,712
863,2016-17,7,2017.02.11,奄美市名瀬総合体育館,616,725,712
942,2016-17,7,2017.03.18,岩手県営体育館,889,709,712
726,2016-17,7,2016.12.10,松本市総合体育館,2096,716,712
714,2016-17,7,2016.12.04,郡山総合体育館,1605,711,712
1041,2016-17,7,2017.04.23,山形県総合運動公園,2006,710,712
662,2016-17,7,2016.11.06,岩手県営体育館,1014,709,712
528,2016-17,2,2017.05.06,シティホールプラザアオーレ長岡,3594,695,694
444,2016-17,2,2017.04.08,青山学院記念館,1664,726,694
324,2016-17,2,2017.02.18,ＣＮＡアリーナ★あきた,4457,693,694
149,2016-17,2,2016.11.23,シティホールプラザアオーレ長岡,3673,695,694
183,2016-17,2,2016.12.04,パークアリーナ小牧,1703,729,694
69,2016-17,2,2016.10.16,富山県総合体育センター,1800,696,694
279,2016-17,2,2017.01.22,墨田区総合体育館,1726,706,694
348,2016-17,2,2017.02.25,北海きたえーる,3122,702,694
270,2016-17,2,2017.01.21,墨田区総合体育館,1606,706,694
404,2016-17,2,2017.03.19,サンエイワーク住吉スポーツセンター,2477,700,694
356,2016-17,2,2017.02.26,北海きたえーる,3790,702,694
237,2016-17,2,2016.12.25,ブレックスアリーナ宇都宮,3704,703,694
42,2016-17,2,2016.10.08,豊橋市総合体育館,1554,697,694
61,2016-17,2,2016.10.15,富山県総合体育センター,1641,696,694
501,2016-17,2,2017.04.29,川崎市とどろきアリーナ,3070,727,694
472,2016-17,2,2017.04.16,豊橋市総合体育館,1841,697,694
465,2016-17,2,2017.04.15,豊橋市総合体育館,1425,697,694
535,2016-17,2,2017.05.07,シティホールプラザアオーレ長岡,4102,695,694
332,2016-17,2,2017.02.19,ＣＮＡアリーナ★あきた,2965,693,694
19,2016-17,2,2016.09.30,川崎市とどろきアリーナ,3366,727,694
396,2016-17,2,2017.03.18,サンエイワーク住吉スポーツセンター,1941,700,694
50,2016-17,2,2016.10.09,豊橋市総合体育館,1693,697,694
177,2016-17,2,2016.12.03,パークアリーナ小牧,1351,729,694
102,2016-17,2,2016.10.30,キッコーマン アリーナ（流山市民総合体育館）,1822,726,694
94,2016-17,2,2016.10.29,キッコーマン アリーナ（流山市民総合体育館）,1465,726,694
262,2016-17,2,2017.01.18,シティホールプラザアオーレ長岡,1517,695,694
496,2016-17,2,2017.04.28,川崎市とどろきアリーナ,3011,727,694
229,2016-17,2,2016.12.24,ブレックスアリーナ宇都宮,3389,703,694
23,2016-17,2,2016.10.01,川崎市とどろきアリーナ,3186,727,694
450,2016-17,2,2017.04.09,青山学院記念館,2012,726,694
1014,2016-17,7,2017.04.15,山形県総合運動公園,1710,710,709
715,2016-17,7,2016.12.04,高崎市浜川体育館,971,713,709
632,2016-17,7,2016.10.29,八戸市東体育館,1758,708,709
799,2016-17,7,2017.01.21,名古屋市枇杷島スポーツセンター,450,717,709
840,2016-17,7,2017.02.05,板橋区立小豆沢体育館,805,714,709
641,2016-17,7,2016.10.30,八戸市東体育館,1815,708,709
832,2016-17,7,2017.02.04,板橋区立小豆沢体育館,656,714,709
1003,2016-17,7,2017.04.09,伊勢崎市民体育館,1689,713,709
893,2016-17,7,2017.02.25,愛媛県総合運動公園体育館,632,723,709
677,2016-17,7,2016.11.20,郡山総合体育館,1075,711,709
707,2016-17,7,2016.12.03,高崎市浜川体育館,856,713,709
669,2016-17,7,2016.11.19,郡山総合体育館,902,711,709
614,2016-17,7,2016.10.22,中山町総合体育館,1016,710,709
997,2016-17,7,2017.04.08,伊勢崎市民体育館,1606,713,709
787,2016-17,7,2017.01.03,大田区総合体育館,937,715,709
926,2016-17,7,2017.03.11,広島サンプラザホール,1135,721,709
562,2016-17,7,2016.10.01,青柳公園市民体育館,2079,712,709
623,2016-17,7,2016.10.23,中山町総合体育館,1190,710,709
571,2016-17,7,2016.10.02,青柳公園市民体育館,1149,712,709
748,2016-17,7,2016.12.17,姶良総合運動公園体育館,223,725,709
781,2016-17,7,2017.01.02,大田区総合体育館,822,715,709
967,2016-17,7,2017.03.26,郡山総合体育館,1637,711,709
900,2016-17,7,2017.02.26,愛媛県総合運動公園体育館,786,723,709
1082,2016-17,7,2017.05.06,青柳公園市民体育館,2564,712,709
807,2016-17,7,2017.01.22,名古屋市枇杷島スポーツセンター,565,717,709
1085,2016-17,7,2017.05.07,青柳公園市民体育館,2709,712,709
935,2016-17,7,2017.03.12,広島サンプラザホール,1323,721,709
1020,2016-17,7,2017.04.16,山形県総合運動公園,1758,710,709
958,2016-17,7,2017.03.25,郡山総合体育館,917,711,709
756,2016-17,7,2016.12.18,姶良総合運動公園体育館,392,725,709
504,2016-17,2,2017.04.29,沖縄市体育館,3376,701,699
327,2016-17,2,2017.02.18,シティホールプラザアオーレ長岡,2138,695,699
199,2016-17,2,2016.12.11,国立代々木競技場第二体育館,2482,706,699
52,2016-17,2,2016.10.09,ウカルちゃんアリーナ,1682,698,699
285,2016-17,2,2017.01.27,カメイアリーナ仙台,1542,692,699
106,2016-17,2,2016.10.30,府民共済SUPERアリーナ,2268,700,699
371,2016-17,2,2017.03.10,川崎市とどろきアリーナ,1517,727,699
265,2016-17,2,2017.01.18,沖縄市体育館,3112,701,699
441,2016-17,2,2017.04.02,ウィングアリーナ刈谷,2336,728,699
453,2016-17,2,2017.04.09,府民共済SUPERアリーナ,2062,700,699
44,2016-17,2,2016.10.08,ウカルちゃんアリーナ,1460,698,699
98,2016-17,2,2016.10.29,府民共済SUPERアリーナ,1761,700,699
80,2016-17,2,2016.10.22,ウィングアリーナ刈谷,1747,728,699
511,2016-17,2,2017.04.30,沖縄市体育館,3310,701,699
286,2016-17,2,2017.01.28,カメイアリーナ仙台,2511,692,699
494,2016-17,2,2017.04.22,愛知県体育館,1379,729,699
335,2016-17,2,2017.02.19,シティホールプラザアオーレ長岡,2260,695,699
152,2016-17,2,2016.11.23,沖縄市体育館,3350,701,699
495,2016-17,2,2017.04.23,愛知県体育館,1922,729,699
8,2016-17,2,2016.09.24,愛知県体育館,5084,729,699
440,2016-17,2,2017.04.01,ウィングアリーナ刈谷,2182,728,699
350,2016-17,2,2017.02.25,青山学院記念館,2702,726,699
358,2016-17,2,2017.02.26,青山学院記念館,2400,726,699
256,2016-17,2,2017.01.02,横浜国際プール,2682,694,699
16,2016-17,2,2016.09.25,愛知県体育館,4719,729,699
257,2016-17,2,2017.01.03,横浜国際プール,3160,694,699
448,2016-17,2,2017.04.08,府民共済SUPERアリーナ,1812,700,699
88,2016-17,2,2016.10.23,ウィングアリーナ刈谷,1929,728,699
191,2016-17,2,2016.12.10,国立代々木競技場第二体育館,2278,706,699
376,2016-17,2,2017.03.11,川崎市とどろきアリーナ,1963,727,699
567,2016-17,7,2016.10.01,広島サンプラザホール,1754,721,724
948,2016-17,7,2017.03.18,広島サンプラザホール,1870,721,724
686,2016-17,7,2016.11.25,愛媛県総合運動公園体育館,801,723,724
983,2016-17,7,2017.04.01,松山市総合コミュニティセンター,753,723,724
940,2016-17,7,2017.03.17,広島サンプラザホール,1483,721,724
1039,2016-17,7,2017.04.22,鹿児島アリーナ,959,725,724
882,2016-17,7,2017.02.19,千曲市戸倉体育館,1008,716,724
874,2016-17,7,2017.02.18,千曲市戸倉体育館,793,716,724
837,2016-17,7,2017.02.05,山形市総合スポーツセンター,2258,710,724
604,2016-17,7,2016.10.15,鹿児島県総合体育センター体育館,332,725,724
612,2016-17,7,2016.10.16,鹿児島県総合体育センター体育館,412,725,724
736,2016-17,7,2016.12.11,名古屋市枇杷島スポーツセンター,1105,717,724
1048,2016-17,7,2017.04.23,鹿児島アリーナ,1205,725,724
638,2016-17,7,2016.10.29,鹿島総合体育館,1196,720,724
829,2016-17,7,2017.02.04,山形市総合スポーツセンター,1518,710,724
675,2016-17,7,2016.11.19,高松市総合体育館,512,722,724
906,2016-17,7,2017.03.04,岩手県営体育館,723,709,724
1086,2016-17,7,2017.05.07,高松市総合体育館,1525,722,724
646,2016-17,7,2016.10.30,鹿島総合体育館,1230,720,724
914,2016-17,7,2017.03.05,岩手県営体育館,905,709,724
1083,2016-17,7,2017.05.06,高松市総合体育館,1633,722,724
695,2016-17,7,2016.11.26,愛媛県総合運動公園体育館,752,723,724
822,2016-17,7,2017.01.29,つくばカピオ　サイバーダインアリーナ,1059,712,724
727,2016-17,7,2016.12.10,名古屋市枇杷島スポーツセンター,875,717,724
813,2016-17,7,2017.01.28,つくばカピオ　サイバーダインアリーナ,702,712,724
992,2016-17,7,2017.04.02,松山市総合コミュニティセンター,812,723,724
783,2016-17,7,2017.01.02,兵庫県立総合体育館,924,718,724
559,2016-17,7,2016.09.30,広島サンプラザホール,2507,721,724
789,2016-17,7,2017.01.03,兵庫県立総合体育館,1046,718,724
681,2016-17,7,2016.11.20,高松市総合体育館,512,722,724
698,2016-17,7,2016.11.27,青柳公園市民体育館,1124,712,713
844,2016-17,7,2017.02.05,松江市総合体育館,1282,720,713
803,2016-17,7,2017.01.21,霧島市国分体育館,260,725,713
847,2016-17,7,2017.02.10,大田区総合体育館,708,715,713
1028,2016-17,7,2017.04.16,青柳公園市民体育館,1155,712,713
689,2016-17,7,2016.11.26,青柳公園市民体育館,807,712,713
569,2016-17,7,2016.10.02,八戸市東体育館,1509,708,713
633,2016-17,7,2016.10.29,郡山総合体育館,1105,711,713
1050,2016-17,7,2017.04.29,二戸市総合スポーツセンター,1016,709,713
752,2016-17,7,2016.12.18,ならでんアリーナ,1439,719,713
772,2016-17,7,2016.12.25,熊本県立総合体育館,2535,724,713
642,2016-17,7,2016.10.30,郡山総合体育館,1317,711,713
810,2016-17,7,2017.01.22,霧島市国分体育館,320,725,713
978,2016-17,7,2017.04.01,山形県総合運動公園,1473,710,713
918,2016-17,7,2017.03.05,千曲市戸倉体育館,1544,716,713
543,2016-17,7,2016.09.24,山形県総合運動公園,2102,710,713
1025,2016-17,7,2017.04.15,青柳公園市民体育館,1117,712,713
986,2016-17,7,2017.04.02,山形県総合運動公園,1889,710,713
957,2016-17,7,2017.03.25,青森県武道館,1651,708,713
966,2016-17,7,2017.03.26,青森県武道館,1743,708,713
1054,2016-17,7,2017.04.30,二戸市総合スポーツセンター,971,709,713
552,2016-17,7,2016.09.25,山形県総合運動公園,1554,710,713
836,2016-17,7,2017.02.04,松江市総合体育館,1319,720,713
850,2016-17,7,2017.02.11,大田区総合体育館,932,715,713
606,2016-17,7,2016.10.16,奥州市総合体育館（Zアリーナ）,774,709,713
765,2016-17,7,2016.12.24,熊本県立総合体育館,1702,724,713
597,2016-17,7,2016.10.15,奥州市総合体育館（Zアリーナ）,410,709,713
911,2016-17,7,2017.03.04,千曲市戸倉体育館,1053,716,713
743,2016-17,7,2016.12.17,ならでんアリーナ,889,719,713
560,2016-17,7,2016.10.01,八戸市東体育館,1382,708,713
963,2016-17,7,2017.03.25,観音寺市立総合体育館,549,722,721
833,2016-17,7,2017.02.04,ホワイトリング,2743,716,721
680,2016-17,7,2016.11.20,島根県立体育館,1119,720,721
719,2016-17,7,2016.12.04,熊本県立総合体育館,3124,724,721
750,2016-17,7,2016.12.18,つくばカピオ　サイバーダインアリーナ,971,712,721
871,2016-17,7,2017.02.18,ヤマト市民体育館前橋,703,713,721
797,2016-17,7,2017.01.21,郡山総合体育館,947,711,721
1026,2016-17,7,2017.04.15,愛媛県総合運動公園体育館,512,723,721
1062,2016-17,7,2017.04.29,熊本県立総合体育館,4356,724,721
760,2016-17,7,2016.12.24,南陽市民体育館,1292,710,721
905,2016-17,7,2017.03.04,八戸市東体育館,1585,708,721
991,2016-17,7,2017.04.02,松江市総合体育館,4011,720,721
586,2016-17,7,2016.10.08,高松市総合体育館,1080,722,721
841,2016-17,7,2017.02.05,ホワイトリング,3934,716,721
622,2016-17,7,2016.10.22,鹿児島県総合体育センター体育館,557,725,721
806,2016-17,7,2017.01.22,郡山総合体育館,1263,711,721
674,2016-17,7,2016.11.19,島根県立体育館,903,720,721
768,2016-17,7,2016.12.25,南陽市民体育館,1590,710,721
630,2016-17,7,2016.10.23,鹿児島県総合体育センター体育館,511,725,721
557,2016-17,7,2016.09.25,伊予市民体育館,1047,723,721
711,2016-17,7,2016.12.03,熊本県立総合体育館,2196,724,721
982,2016-17,7,2017.04.01,松江市総合体育館,3176,720,721
913,2016-17,7,2017.03.05,八戸市東体育館,1618,708,721
741,2016-17,7,2016.12.17,つくばカピオ　サイバーダインアリーナ,706,712,721
548,2016-17,7,2016.09.24,伊予市民体育館,1451,723,721
1068,2016-17,7,2017.04.30,熊本県立総合体育館,4899,724,721
593,2016-17,7,2016.10.09,高松市総合体育館,730,722,721
867,2016-17,7,2017.02.17,ヤマト市民体育館前橋,645,713,721
1029,2016-17,7,2017.04.16,愛媛県総合運動公園体育館,752,723,721
972,2016-17,7,2017.03.26,観音寺市立総合体育館,601,722,721
693,2016-17,7,2016.11.26,松江市総合体育館,1402,720,722
1030,2016-17,7,2017.04.16,熊本県立総合体育館,2701,724,722
770,2016-17,7,2016.12.25,千曲市戸倉体育館,953,716,722
984,2016-17,7,2017.04.01,鹿児島アリーナ,553,725,722
955,2016-17,7,2017.03.19,安来市民体育館,1008,720,722
993,2016-17,7,2017.04.02,鹿児島アリーナ,721,725,722
701,2016-17,7,2016.11.27,松江市総合体育館,1298,720,722
576,2016-17,7,2016.10.02,鹿児島県総合体育センター体育館,706,725,722
834,2016-17,7,2017.02.04,西宮市立中央体育館,1030,718,722
823,2016-17,7,2017.01.29,ヤマト市民体育館前橋,1368,713,722
568,2016-17,7,2016.10.01,鹿児島県総合体育センター体育館,929,725,722
651,2016-17,7,2016.11.04,広島サンプラザホール,1447,721,722
915,2016-17,7,2017.03.05,山形市総合スポーツセンター,2194,710,722
814,2016-17,7,2017.01.28,ヤマト市民体育館前橋,1503,713,722
603,2016-17,7,2016.10.15,伊予三島運動公園体育館,451,723,722
649,2016-17,7,2016.11.03,広島サンプラザホール,1702,721,722
611,2016-17,7,2016.10.16,伊予三島運動公園体育館,635,723,722
558,2016-17,7,2016.09.25,熊本県立総合体育館,3471,724,722
889,2016-17,7,2017.02.25,名古屋市枇杷島スポーツセンター,608,717,722
731,2016-17,7,2016.12.11,岩手県営体育館,811,709,722
1038,2016-17,7,2017.04.22,広島サンプラザホール,3070,721,722
1027,2016-17,7,2017.04.15,熊本県立総合体育館,1405,724,722
947,2016-17,7,2017.03.18,三刀屋文化体育館アスパル,793,720,722
897,2016-17,7,2017.02.26,名古屋市枇杷島スポーツセンター,763,717,722
549,2016-17,7,2016.09.24,熊本県立総合体育館,4255,724,722
907,2016-17,7,2017.03.04,山形市総合スポーツセンター,1627,710,722
1047,2016-17,7,2017.04.23,広島サンプラザホール,2337,721,722
842,2016-17,7,2017.02.05,西宮市立中央体育館,1143,718,722
763,2016-17,7,2016.12.24,千曲市戸倉体育館,825,716,722
722,2016-17,7,2016.12.10,岩手県営体育館,601,709,722
140,2016-17,2,2016.11.20,青山学院記念館,2073,726,697
483,2016-17,2,2017.04.22,富山市総合体育館,2510,696,697
509,2016-17,2,2017.04.30,シティホールプラザアオーレ長岡,2707,695,697
516,2016-17,2,2017.05.03,横浜文化体育館,3109,694,697
274,2016-17,2,2017.01.21,ハンナリーズアリーナ,1523,699,697
25,2016-17,2,2016.10.01,富山市総合体育館,1532,696,697
295,2016-17,2,2017.01.29,ＣＮＡアリーナ★あきた,2735,693,697
325,2016-17,2,2017.02.18,ブレックスアリーナ宇都宮,3485,703,697
287,2016-17,2,2017.01.28,ＣＮＡアリーナ★あきた,2223,693,697
68,2016-17,2,2016.10.16,シティホールプラザアオーレ長岡,3616,695,697
91,2016-17,2,2016.10.28,川崎市とどろきアリーナ,1818,727,697
131,2016-17,2,2016.11.19,青山学院記念館,2080,726,697
164,2016-17,2,2016.11.27,横浜国際プール,2367,694,697
211,2016-17,2,2016.12.17,ウィングアリーナ刈谷,1904,728,697
283,2016-17,2,2017.01.22,ハンナリーズアリーナ,1863,699,697
397,2016-17,2,2017.03.18,沖縄市体育館,3246,701,697
33,2016-17,2,2016.10.02,富山市総合体育館,1497,696,697
60,2016-17,2,2016.10.15,シティホールプラザアオーレ長岡,3388,695,697
405,2016-17,2,2017.03.19,沖縄市体育館,3228,701,697
156,2016-17,2,2016.11.26,横浜国際プール,2153,694,697
219,2016-17,2,2016.12.18,ウィングアリーナ刈谷,2448,728,697
445,2016-17,2,2017.04.08,川崎市とどろきアリーナ,1965,727,697
502,2016-17,2,2017.04.29,シティホールプラザアオーレ長岡,2637,695,697
333,2016-17,2,2017.02.19,ブレックスアリーナ宇都宮,3579,703,697
491,2016-17,2,2017.04.23,富山市総合体育館,3510,696,697
95,2016-17,2,2016.10.29,川崎市とどろきアリーナ,2096,727,697
253,2016-17,2,2016.12.31,ウカルちゃんアリーナ,1955,698,697
248,2016-17,2,2016.12.30,ウカルちゃんアリーナ,2346,698,697
442,2016-17,2,2017.04.07,川崎市とどろきアリーナ,1340,727,697
343,2016-17,2,2017.02.22,トッケイセキュリティ平塚総合体育館,2012,694,697
53,2016-17,2,2016.10.09,沖縄市体育館,3566,701,728
238,2016-17,2,2016.12.25,富山市総合体育館,2400,696,728
414,2016-17,2,2017.03.25,府民共済SUPERアリーナ,2338,700,728
193,2016-17,2,2016.12.10,横浜国際プール,3710,694,728
423,2016-17,2,2017.03.26,府民共済SUPERアリーナ,2582,700,728
201,2016-17,2,2016.12.11,横浜国際プール,2298,694,728
475,2016-17,2,2017.04.16,沖縄市体育館,3213,701,728
392,2016-17,2,2017.03.18,川崎市とどろきアリーナ,3389,727,728
346,2016-17,2,2017.02.22,ハンナリーズアリーナ,1952,699,728
64,2016-17,2,2016.10.15,府民共済SUPERアリーナ,1822,700,728
278,2016-17,2,2017.01.22,千葉ポートアリーナ,6039,704,728
