ScheduleKey,Season,EventId,Date,Arena,Attendance,HomeTeamId,AwayTeamId
2396,2017-18,7,2018.01.28,千曲市戸倉体育館,894,716,723
2454,2017-18,7,2018.02.17,熊本県立総合体育館,1932,724,723
2422,2017-18,7,2018.02.11,カメイアリーナ仙台,1589,692,723
2122,2017-18,7,2017.10.01,大田区総合体育館,1321,715,723
2625,2017-18,7,2018.04.29,福岡市民体育館,2108,752,723
2634,2017-18,7,2018.05.02,熊本県立総合体育館,3235,724,723
2346,2017-18,7,2017.12.23,福岡市民体育館,2687,752,723
2395,2017-18,7,2018.01.27,千曲市戸倉体育館,661,716,723
2289,2017-18,7,2017.12.10,池の川さくらアリーナ（日立市）,1439,712,723
2580,2017-18,7,2018.04.14,いしかわ総合スポーツセンター,1483,750,723
2146,2017-18,7,2017.10.08,名古屋市枇杷島スポーツセンター,2275,717,723
2121,2017-18,7,2017.09.30,大田区総合体育館,1893,715,723
2345,2017-18,7,2017.12.22,福岡市民体育館,1412,752,723
2568,2017-18,7,2018.04.07,広島サンプラザホール,1865,721,723
2536,2017-18,7,2018.03.31,葛巻町社会体育館,581,709,723
2288,2017-18,7,2017.12.09,池の川さくらアリーナ（日立市）,1651,712,723
2537,2017-18,7,2018.04.01,葛巻町社会体育館,688,709,723
2569,2017-18,7,2018.04.08,広島サンプラザホール,1640,721,723
2522,2017-18,7,2018.03.25,ジェイテクトアリーナ奈良,1316,719,723
2503,2017-18,7,2018.03.17,北島北公園総合体育館,921,722,723
2242,2017-18,7,2017.11.13,広島サンプラザホール,1549,721,723
2145,2017-18,7,2017.10.07,名古屋市枇杷島スポーツセンター,2422,717,723
2191,2017-18,7,2017.10.25,大和郡山市総合公園,523,719,723
2453,2017-18,7,2018.02.16,熊本県立総合体育館,1219,724,723
2421,2017-18,7,2018.02.10,カメイアリーナ仙台,1343,692,723
2521,2017-18,7,2018.03.24,ジェイテクトアリーナ奈良,926,719,723
2240,2017-18,7,2017.11.11,ならでんアリーナ,606,719,712
2314,2017-18,7,2017.12.16,高松市総合体育館,1408,722,712
2224,2017-18,7,2017.11.04,松本市総合体育館,2822,716,712
2357,2017-18,7,2017.12.30,広島サンプラザホール,2121,721,712
2428,2017-18,7,2018.02.10,世田谷区立総合運動場体育館,743,715,712
2175,2017-18,7,2017.10.21,志賀町総合体育館,536,750,712
2241,2017-18,7,2017.11.12,ならでんアリーナ,1548,719,712
2485,2017-18,7,2018.03.10,名古屋市枇杷島スポーツセンター,1393,717,712
2639,2017-18,7,2018.05.05,いわき市立総合体育館,1222,711,712
2269,2017-18,7,2017.12.03,ＣＮＡアリーナ★あきた,2915,693,712
2640,2017-18,7,2018.05.06,いわき市立総合体育館,1788,711,712
2591,2017-18,7,2018.04.22,盛岡タカヤアリーナ,752,709,712
2176,2017-18,7,2017.10.22,志賀町総合体育館,441,750,712
2268,2017-18,7,2017.12.02,ＣＮＡアリーナ★あきた,2137,693,712
2148,2017-18,7,2017.10.08,熊本県立総合体育館,3502,724,712
2147,2017-18,7,2017.10.07,熊本県立総合体育館,3811,724,712
2325,2017-18,7,2017.12.20,名古屋市枇杷島スポーツセンター,1701,717,712
2516,2017-18,7,2018.03.22,大田区総合体育館,1143,715,712
2358,2017-18,7,2017.12.31,広島サンプラザホール,2426,721,712
2590,2017-18,7,2018.04.21,盛岡タカヤアリーナ,638,709,712
2370,2017-18,7,2018.01.21,ヤマト市民体育館前橋,1818,713,712
2538,2017-18,7,2018.03.31,カメイアリーナ仙台,1726,692,712
2369,2017-18,7,2018.01.20,ヤマト市民体育館前橋,1925,713,712
2539,2017-18,7,2018.04.01,カメイアリーナ仙台,2098,692,712
2515,2017-18,7,2018.03.21,大田区総合体育館,2094,715,712
2486,2017-18,7,2018.03.11,名古屋市枇杷島スポーツセンター,1639,717,712
2315,2017-18,7,2017.12.17,高松市総合体育館,1528,722,712
2225,2017-18,7,2017.11.05,松本市総合体育館,3032,716,712
2630,2017-18,7,2018.05.02,金沢市総合体育館,777,750,712
2427,2017-18,7,2018.02.09,世田谷区立総合運動場体育館,517,715,712
1767,2017-18,2,2017.12.17,富山市総合体育館,2711,696,694
1864,2017-18,2,2018.02.04,シティホールプラザアオーレ長岡,2838,695,694
1716,2017-18,2,2017.11.18,ウィングアリーナ刈谷,2515,728,694
2048,2017-18,2,2018.04.14,府民共済SUPERアリーナ,2458,700,694
2003,2017-18,2,2018.04.01,富山市総合体育館,2858,696,694
1908,2017-18,2,2018.02.18,豊橋市総合体育館,1607,697,694
2112,2017-18,2,2018.05.06,松江市総合体育館,3035,720,694
2062,2017-18,2,2018.04.21,ハンナリーズアリーナ,3537,699,694
1717,2017-18,2,2017.11.19,ウィングアリーナ刈谷,3051,728,694
1863,2017-18,2,2018.02.03,シティホールプラザアオーレ長岡,2606,695,694
1962,2017-18,2,2018.03.18,愛知県体育館,3214,729,694
1614,2017-18,2,2017.10.15,アリーナ立川立飛,1932,706,694
2002,2017-18,2,2018.03.31,富山市総合体育館,2458,696,694
1659,2017-18,2,2017.10.29,青山学院記念館,1832,726,694
1648,2017-18,2,2017.10.25,新潟市東総合スポーツセンター,2243,695,694
1830,2017-18,2,2018.01.21,千葉ポートアリーナ,5779,704,694
1829,2017-18,2,2018.01.20,千葉ポートアリーナ,5909,704,694
2111,2017-18,2,2018.05.05,松江市総合体育館,3188,720,694
1591,2017-18,2,2017.10.08,北海きたえーる,5687,702,694
1613,2017-18,2,2017.10.14,アリーナ立川立飛,2638,706,694
1766,2017-18,2,2017.12.16,富山市総合体育館,2514,696,694
1658,2017-18,2,2017.10.28,青山学院記念館,2011,726,694
1907,2017-18,2,2018.02.17,豊橋市総合体育館,3565,697,694
2049,2017-18,2,2018.04.15,府民共済SUPERアリーナ,3129,700,694
2090,2017-18,2,2018.05.02,豊橋市総合体育館,2768,697,694
1961,2017-18,2,2018.03.17,愛知県体育館,2480,729,694
1592,2017-18,2,2017.10.09,北海きたえーる,3176,702,694
1818,2017-18,2,2017.12.30,ウカルちゃんアリーナ,2915,698,694
2063,2017-18,2,2018.04.22,ハンナリーズアリーナ,3042,699,694
1817,2017-18,2,2017.12.29,ウカルちゃんアリーナ,2243,698,694
2222,2017-18,7,2017.11.04,七尾総合市民体育館,784,750,709
2510,2017-18,7,2018.03.25,青森県武道館,2046,708,709
2509,2017-18,7,2018.03.24,青森県武道館,1635,708,709
2368,2017-18,7,2018.01.21,能代市総合体育館,2303,693,709
2403,2017-18,7,2018.02.03,郡山総合体育館,911,711,709
2556,2017-18,7,2018.04.07,カメイアリーナ仙台,1534,692,709
2495,2017-18,7,2018.03.17,郡山総合体育館,1928,711,709
2263,2017-18,7,2017.11.19,高松市総合体育館,631,722,709
2528,2017-18,7,2018.03.28,ＣＮＡアリーナ★あきた,3190,693,709
2557,2017-18,7,2018.04.08,カメイアリーナ仙台,1727,692,709
2618,2017-18,7,2018.04.28,名古屋市枇杷島スポーツセンター,1051,717,709
2185,2017-18,7,2017.10.25,マエダアリーナ,1016,708,709
2459,2017-18,7,2018.03.03,山形県総合運動公園,1490,710,709
2120,2017-18,7,2017.10.01,青柳公園市民体育館,1127,712,709
2364,2017-18,7,2017.12.30,熊本県立総合体育館,2007,724,709
2312,2017-18,7,2017.12.16,ジェイテクトアリーナ奈良,903,719,709
2262,2017-18,7,2017.11.18,高松市総合体育館,714,722,709
2170,2017-18,7,2017.10.22,カメイアリーナ仙台,1954,692,709
2460,2017-18,7,2018.03.04,山形県総合運動公園,1732,710,709
2169,2017-18,7,2017.10.21,カメイアリーナ仙台,1850,692,709
2296,2017-18,7,2017.12.09,広島サンプラザホール,4545,721,709
2223,2017-18,7,2017.11.05,七尾総合市民体育館,606,750,709
2363,2017-18,7,2017.12.29,熊本県立総合体育館,1336,724,709
2313,2017-18,7,2017.12.17,ジェイテクトアリーナ奈良,1062,719,709
2496,2017-18,7,2018.03.18,郡山総合体育館,2029,711,709
2367,2017-18,7,2018.01.20,能代市総合体育館,2105,693,709
2404,2017-18,7,2018.02.04,郡山総合体育館,1371,711,709
2619,2017-18,7,2018.04.29,名古屋市枇杷島スポーツセンター,1277,717,709
2297,2017-18,7,2017.12.10,広島サンプラザホール,2656,721,709
2119,2017-18,7,2017.09.30,青柳公園市民体育館,1568,712,709
2032,2017-18,2,2018.04.14,北海きたえーる,3622,702,699
1819,2017-18,2,2017.12.29,エディオンアリーナ大阪(大阪府立体育会館),2612,700,699
1877,2017-18,2,2018.02.03,沖縄市体育館,3350,701,699
1914,2017-18,2,2018.02.17,西宮市立中央体育館,2061,718,699
1638,2017-18,2,2017.10.22,富山県総合体育センター,1702,696,699
1594,2017-18,2,2017.10.08,船橋アリーナ,5163,704,699
2100,2017-18,2,2018.05.06,アリーナ立川立飛,3221,706,699
1681,2017-18,2,2017.11.05,守山市民体育館,2124,698,699
2099,2017-18,2,2018.05.05,アリーナ立川立飛,2760,706,699
1768,2017-18,2,2017.12.15,浜松アリーナ,1786,697,699
1913,2017-18,2,2018.02.16,西宮市立中央体育館,1092,718,699
1788,2017-18,2,2017.12.20,沖縄市体育館,3706,701,699
2072,2017-18,2,2018.04.27,川崎市とどろきアリーナ,3122,727,699
2027,2017-18,2,2018.04.08,ウカルちゃんアリーナ,2287,698,699
2093,2017-18,2,2018.05.02,西宮市立中央体育館,2893,718,699
1593,2017-18,2,2017.10.07,船橋アリーナ,4871,704,699
1769,2017-18,2,2017.12.16,浜松アリーナ,2712,697,699
1963,2017-18,2,2018.03.17,府民共済SUPERアリーナ,1926,700,699
2073,2017-18,2,2018.04.28,川崎市とどろきアリーナ,4456,727,699
1984,2017-18,2,2018.03.25,松江市総合体育館,1909,720,699
1680,2017-18,2,2017.11.04,守山市民体育館,1983,698,699
1820,2017-18,2,2017.12.30,エディオンアリーナ大阪(大阪府立体育会館),3423,700,699
1739,2017-18,2,2017.12.03,愛知県体育館,4939,729,699
1964,2017-18,2,2018.03.18,府民共済SUPERアリーナ,2467,700,699
1637,2017-18,2,2017.10.21,富山県総合体育センター,1522,696,699
1878,2017-18,2,2018.02.04,沖縄市体育館,3401,701,699
1738,2017-18,2,2017.12.02,愛知県体育館,4283,729,699
2026,2017-18,2,2018.04.07,ウカルちゃんアリーナ,3209,698,699
2033,2017-18,2,2018.04.15,北海きたえーる,3810,702,699
1983,2017-18,2,2018.03.24,松江市総合体育館,1721,720,699
2166,2017-18,7,2017.10.15,飯塚第一体育館,1309,752,750
2426,2017-18,7,2018.02.11,ヤマト市民体育館前橋,2121,713,750
2236,2017-18,7,2017.11.11,大田区総合体育館,1214,715,750
2237,2017-18,7,2017.11.12,大田区総合体育館,1023,715,750
2466,2017-18,7,2018.03.04,名古屋市枇杷島スポーツセンター,1760,717,750
2406,2017-18,7,2018.02.03,つくばカピオアリーナ（つくば市）,1422,712,750
2425,2017-18,7,2018.02.10,ヤマト市民体育館前橋,1991,713,750
2623,2017-18,7,2018.04.29,広島サンプラザホール,2585,721,750
2251,2017-18,7,2017.11.19,カメイアリーナ仙台,1851,692,750
2250,2017-18,7,2017.11.18,カメイアリーナ仙台,1513,692,750
2350,2017-18,7,2017.12.30,ＣＮＡアリーナ★あきた,3902,693,750
2465,2017-18,7,2018.03.03,名古屋市枇杷島スポーツセンター,1427,717,750
2565,2017-18,7,2018.04.08,名古屋市枇杷島スポーツセンター,1471,717,750
2373,2017-18,7,2018.01.20,ホワイトリング,2374,716,750
2127,2017-18,7,2017.09.30,高松市総合体育館,981,722,750
2374,2017-18,7,2018.01.21,ホワイトリング,3035,716,750
2128,2017-18,7,2017.10.01,高松市総合体育館,869,722,750
2210,2017-18,7,2017.10.29,熊本県立総合体育館,2729,724,750
2211,2017-18,7,2017.10.30,熊本県立総合体育館,1401,724,750
2308,2017-18,7,2017.12.16,山形県総合運動公園,1261,710,750
2165,2017-18,7,2017.10.14,飯塚第一体育館,1207,752,750
2530,2017-18,7,2018.03.28,青柳公園市民体育館,1773,712,750
2599,2017-18,7,2018.04.22,松本市総合体育館,1142,716,750
2309,2017-18,7,2017.12.17,山形県総合運動公園,1982,710,750
2405,2017-18,7,2018.02.02,つくばカピオアリーナ（つくば市）,1140,712,750
2598,2017-18,7,2018.04.21,松本市総合体育館,1174,716,750
2622,2017-18,7,2018.04.28,広島サンプラザホール,4104,721,750
2323,2017-18,7,2017.12.20,ヤマト市民体育館前橋,860,713,750
2564,2017-18,7,2018.04.07,名古屋市枇杷島スポーツセンター,1249,717,750
2349,2017-18,7,2017.12.29,ＣＮＡアリーナ★あきた,2670,693,750
2118,2017-18,7,2017.10.01,ＣＮＡアリーナ★あきた,3358,693,724
2287,2017-18,7,2017.12.10,いわき市立総合体育館,1121,711,724
2620,2017-18,7,2018.04.28,ならでんアリーナ,1415,719,724
2193,2017-18,7,2017.10.25,高松市総合体育館,524,722,724
2488,2017-18,7,2018.03.11,広島サンプラザホール,2094,721,724
2183,2017-18,7,2017.10.20,松山市総合コミュニティセンター,953,723,724
2286,2017-18,7,2017.12.09,いわき市立総合体育館,1090,711,724
2117,2017-18,7,2017.09.30,ＣＮＡアリーナ★あきた,4165,693,724
2550,2017-18,7,2018.03.31,観音寺市立総合体育館,932,722,724
2621,2017-18,7,2018.04.29,ならでんアリーナ,1823,719,724
2563,2017-18,7,2018.04.08,大田区総合体育館,1166,715,724
2218,2017-18,7,2017.11.03,山形県総合運動公園,1439,710,724
2456,2017-18,7,2018.03.04,八戸市東体育館,1703,708,724
2562,2017-18,7,2018.04.07,大田区総合体育館,1337,715,724
2551,2017-18,7,2018.04.01,観音寺市立総合体育館,897,722,724
2162,2017-18,7,2017.10.13,広島サンプラザホール,1324,721,724
2398,2017-18,7,2018.01.28,ならでんアリーナ,1173,719,724
2606,2017-18,7,2018.04.21,北九州市総合体育館,2408,752,724
2254,2017-18,7,2017.11.18,青柳公園市民体育館,2142,712,724
2534,2017-18,7,2018.03.28,伊予市民体育館,1044,723,724
2331,2017-18,7,2017.12.23,ゼビオアリーナ仙台,2010,692,724
2255,2017-18,7,2017.11.19,青柳公園市民体育館,1736,712,724
2219,2017-18,7,2017.11.04,山形県総合運動公園,1509,710,724
2161,2017-18,7,2017.10.12,広島サンプラザホール,1225,721,724
2184,2017-18,7,2017.10.21,松山市総合コミュニティセンター,743,723,724
2487,2017-18,7,2018.03.10,広島サンプラザホール,1862,721,724
2455,2017-18,7,2018.03.03,八戸市東体育館,1551,708,724
2397,2017-18,7,2018.01.27,ならでんアリーナ,751,719,724
2332,2017-18,7,2017.12.24,ゼビオアリーナ仙台,2008,692,724
2607,2017-18,7,2018.04.22,北九州市総合体育館,1781,752,724
2385,2017-18,7,2018.01.27,岩手県営体育館,953,709,713
2450,2017-18,7,2018.02.17,広島サンプラザホール,1918,721,713
2461,2017-18,7,2018.03.03,青柳公園市民体育館,1541,712,713
2615,2017-18,7,2018.04.29,青柳公園市民体育館,2303,712,713
2462,2017-18,7,2018.03.04,青柳公園市民体育館,1637,712,713
2501,2017-18,7,2018.03.17,千曲市戸倉体育館,760,716,713
2303,2017-18,7,2017.12.17,八戸市東体育館,1752,708,713
2272,2017-18,7,2017.12.02,郡山総合体育館,1012,711,713
2130,2017-18,7,2017.10.01,福岡市民体育館,1041,752,713
2354,2017-18,7,2018.01.02,大田区総合体育館,1878,715,713
2449,2017-18,7,2018.02.16,広島サンプラザホール,1557,721,713
2614,2017-18,7,2018.04.28,青柳公園市民体育館,2212,712,713
2502,2017-18,7,2018.03.18,千曲市戸倉体育館,1124,716,713
2546,2017-18,7,2018.03.31,加賀市スポーツセンター,561,750,713
2600,2017-18,7,2018.04.21,名古屋市枇杷島スポーツセンター,1179,717,713
2353,2017-18,7,2018.01.01,大田区総合体育館,1463,715,713
2386,2017-18,7,2018.01.28,岩手県営体育館,1422,709,713
2629,2017-18,7,2018.05.02,大田区総合体育館,1836,715,713
2246,2017-18,7,2017.11.10,水俣市立総合体育館,1380,724,713
2207,2017-18,7,2017.10.30,宇和島市総合体育館,277,723,713
2171,2017-18,7,2017.10.21,天童市スポーツセンター,1034,710,713
2273,2017-18,7,2017.12.03,郡山総合体育館,1547,711,713
2129,2017-18,7,2017.09.30,福岡市民体育館,1001,752,713
2547,2017-18,7,2018.04.01,加賀市スポーツセンター,686,750,713
2190,2017-18,7,2017.10.25,志賀町総合体育館,424,750,713
2601,2017-18,7,2018.04.22,名古屋市枇杷島スポーツセンター,1427,717,713
2172,2017-18,7,2017.10.22,天童市スポーツセンター,1226,710,713
2206,2017-18,7,2017.10.29,宇和島市総合体育館,480,723,713
2302,2017-18,7,2017.12.16,八戸市東体育館,1694,708,713
2247,2017-18,7,2017.11.11,水俣市立総合体育館,1301,724,713
2248,2017-18,7,2017.11.18,マエダアリーナ,1018,708,721
2215,2017-18,7,2017.11.05,ゼビオアリーナ仙台,2104,692,721
2181,2017-18,7,2017.10.21,高松市総合体育館,704,722,721
2132,2017-18,7,2017.10.08,盛岡タカヤアリーナ,1723,709,721
2542,2017-18,7,2018.03.31,郡山総合体育館,2535,711,721
2277,2017-18,7,2017.12.03,千曲市戸倉体育館,1013,716,721
2470,2017-18,7,2018.03.03,松山市総合コミュニティセンター,1896,723,721
2276,2017-18,7,2017.12.02,千曲市戸倉体育館,781,716,721
2469,2017-18,7,2018.03.02,松山市総合コミュニティセンター,834,723,721
2182,2017-18,7,2017.10.22,高松市総合体育館,603,722,721
2327,2017-18,7,2017.12.20,福岡市民体育館,1309,752,721
2249,2017-18,7,2017.11.19,マエダアリーナ,1361,708,721
2505,2017-18,7,2018.03.17,福岡市民体育館,3409,752,721
2429,2017-18,7,2018.02.10,ならでんアリーナ,948,719,721
2400,2017-18,7,2018.01.28,高松市総合体育館,984,722,721
2306,2017-18,7,2017.12.16,ＣＮＡアリーナ★あきた,2383,693,721
2543,2017-18,7,2018.04.01,郡山総合体育館,2563,711,721
2506,2017-18,7,2018.03.18,福岡市民体育館,2013,752,721
2533,2017-18,7,2018.03.28,大和郡山市総合公園,627,719,721
2307,2017-18,7,2017.12.17,ＣＮＡアリーナ★あきた,2545,693,721
2381,2017-18,7,2018.01.20,熊本県立総合体育館,1478,724,721
2641,2017-18,7,2018.05.05,ヤマト市民体育館前橋,1365,713,721
2382,2017-18,7,2018.01.21,熊本県立総合体育館,1605,724,721
2642,2017-18,7,2018.05.06,ヤマト市民体育館前橋,1470,713,721
2594,2017-18,7,2018.04.21,山形県総合運動公園,1624,710,721
2595,2017-18,7,2018.04.22,山形県総合運動公園,1794,710,721
2214,2017-18,7,2017.11.04,ゼビオアリーナ仙台,2323,692,721
2399,2017-18,7,2018.01.27,高松市総合体育館,651,722,721
2131,2017-18,7,2017.10.07,盛岡タカヤアリーナ,1520,709,721
2430,2017-18,7,2018.02.11,ならでんアリーナ,1126,719,721
2608,2017-18,7,2018.04.28,三沢市国際交流スポーツセンター,1451,708,722
2638,2017-18,7,2018.05.06,山形県総合運動公園,2492,710,722
2337,2017-18,7,2017.12.23,伊勢崎市民体育館,1420,713,722
2482,2017-18,7,2018.03.11,大田区総合体育館,1959,715,722
2481,2017-18,7,2018.03.10,大田区総合体育館,1771,715,722
2523,2017-18,7,2018.03.24,広島サンプラザホール,1610,721,722
2338,2017-18,7,2017.12.24,伊勢崎市民体育館,1276,713,722
2417,2017-18,7,2018.02.03,熊本県立総合体育館,1350,724,722
2136,2017-18,7,2017.10.08,郡山総合体育館,2051,711,722
2164,2017-18,7,2017.10.15,松山市総合コミュニティセンター,1410,723,722
2418,2017-18,7,2018.02.04,熊本県立総合体育館,2015,724,722
2609,2017-18,7,2018.04.29,三沢市国際交流スポーツセンター,1680,708,722
2603,2017-18,7,2018.04.22,ならでんアリーナ,1413,719,722
2245,2017-18,7,2017.11.12,福岡市民体育館,2084,752,722
2535,2017-18,7,2018.03.28,飯塚第一体育館,655,752,722
2274,2017-18,7,2017.12.01,松任総合運動公園体育館,936,750,722
2464,2017-18,7,2018.03.04,松本市総合体育館,1144,716,722
2602,2017-18,7,2018.04.21,ならでんアリーナ,1294,719,722
2163,2017-18,7,2017.10.14,松山市総合コミュニティセンター,1826,723,722
2244,2017-18,7,2017.11.11,福岡市民体育館,2312,752,722
2203,2017-18,7,2017.10.29,ならでんアリーナ,729,719,722
2463,2017-18,7,2018.03.03,松本市総合体育館,1028,716,722
2377,2017-18,7,2018.01.19,松山市総合コミュニティセンター,1255,723,722
2202,2017-18,7,2017.10.28,ならでんアリーナ,603,719,722
2135,2017-18,7,2017.10.07,郡山総合体育館,1517,711,722
2524,2017-18,7,2018.03.25,広島サンプラザホール,1829,721,722
2275,2017-18,7,2017.12.02,松任総合運動公園体育館,1316,750,722
2378,2017-18,7,2018.01.20,松山市総合コミュニティセンター,1522,723,722
2328,2017-18,7,2017.12.20,熊本県立総合体育館,1017,724,722
2637,2017-18,7,2018.05.05,山形県総合運動公園,1809,710,722
1990,2017-18,2,2018.03.28,横浜国際プール,3212,694,697
2024,2017-18,2,2018.04.07,富山市総合体育館,2404,696,697
1701,2017-18,2,2017.11.12,愛知県体育館,2020,729,697
